radio;mnc;lon;lat;created
4G;Claro;-79.947944;-2.07357;1446080780
4G;Claro;-79.949665;-2.058379;1446080840
2G;Claro;-79.970856;-2.007752;1446081457
3G;Claro;-79.999313;-1.972733;1446084007
3G;Claro;-79.988021850586;-2.0853424072266;1446114188
3G;Claro;-79.891891479492;-2.1773529052734;1446175829
4G;Claro;-79.90505;-2.174935;1446242977
4G;Claro;-79.919615;-2.159352;1446243175
3G;Claro;-79.92485;-2.163228;1446243675
3G;Claro;-79.204788;-4.005661;1446260149
2G;Movistar;-78.068848;0.152092;1446308009
2G;Movistar;-78.057518;0.146255;1446288462
2G;Movistar;-78.240128;0.027084;1446308442
3G;Claro;-79.911919;-2.190285;1446308490
3G;Claro;-79.933248;-2.122239;1446396845
2G;Claro;-79.913406;-2.244644;1446407108
4G;Claro;-79.910477;-2.148212;1446417089
4G;Claro;-79.885717;-2.136225;1446423070
4G;Claro;-79.878423;-2.177591;1446487882
3G;Claro;-79.591907;-2.123537;1446498237
2G;Claro;-79.295878;-3.973322;1446522573
3G;Claro;-79.633369;-2.12903;1446533386
2G;Claro;-79.951859;-3.243942;1446560482
4G;Claro;-78.52851;-0.250949;1446561205
4G;Claro;-78.526929;-0.243992;1446561247
3G;Claro;-79.477641;-1.097527;1446563943
2G;Movistar;-78.513696;-0.003041;1446584108
2G;Movistar;-78.530586;-0.002684;1446584330
2G;Movistar;-78.393768;-0.076492;1446584418
2G;Movistar;-78.473172;0.015126;1446584480
2G;Movistar;-78.458337;-0.002222;1446584833
2G;Movistar;-78.456116;-0.009613;1446585233
2G;Movistar;-78.454055786133;-0.032272338867188;1446565461
2G;Movistar;-78.454055786133;-0.037765502929688;1446565491
2G;Claro;-79.499559;-1.054844;1446590054
3G;Claro;-79.906056;-2.089208;1446595143
3G;Claro;-79.904347;-2.095806;1446595201
3G;Claro;-80.087839;-0.698505;1446610485
4G;Claro;-79.984198;-2.184727;1446650225
3G;Claro;-79.83637;-2.16449;1446668098
3G;Claro;-79.916778;-2.169214;1446669012
4G;Claro;-79.887657;-2.18705;1446686257
3G;Claro;-80.689185;-0.99338;1446711298
4G;Claro;-78.522104;-0.250576;1446735859
2G;Claro;-77.864365;0.514297;1446739551
4G;Claro;-78.499575;-0.210851;1446740590
3G;Claro;-79.892854;-2.27695;1446742280
4G;Claro;-79.89259;-2.165941;1446746365
4G;Claro;-79.893801;-2.138213;1446766774
4G;Claro;-79.901087;-2.139316;1446767045
4G;Claro;-79.888742;-2.174658;1446773296
4G;Claro;-79.88847;-2.161838;1446773408
4G;Claro;-79.889466;-2.162327;1446773478
4G;Claro;-79.906466;-2.174464;1446778829
4G;Claro;-79.911618;-2.167618;1446778887
4G;Claro;-79.912435;-2.164549;1446779009
3G;Claro;-78.125141;0.364112;1446785798
3G;Claro;-79.880168;-2.191407;1446829351
3G;Claro;-79.453715;-1.003815;1446830987
4G;Claro;-79.893552;-2.163282;1446838513
4G;Claro;-79.906167;-2.147834;1446838573
2G;Claro;-79.938583;-2.14531;1446843519
4G;Claro;-79.94801;-2.140389;1446843869
2G;Claro;-78.469637;-0.139958;1446851310
3G;Claro;-79.959921;-2.187071;1446857611
3G;Claro;-78.482894897461;-0.15174865722656;1446844771
2G;Claro;-79.42234;-1.255417;1446878735
4G;Claro;-79.89732;-2.14353;1446918316
3G;Claro;-79.891698;-2.159166;1446918514
3G;Claro;-79.896011;-2.137527;1446901255
2G;Claro;-79.81842;-2.210655;1446919219
2G;Claro;-79.835587;-2.195206;1446919654
4G;Claro;-79.89854;-2.139263;1446921154
2G;Claro;-78.488663;-0.227966;1446992897
3G;Claro;-79.911804;-2.162247;1447008165
3G;Claro;-79.92834;-2.162087;1447008435
4G;Claro;-79.930249;-2.160829;1447008555
3G;Claro;-79.942899;-2.158127;1447008780
3G;Claro;-78.505325;-0.218124;1447090345
2G;Claro;-79.984827;-2.085564;1447100398
2G;Claro;-78.525835;-0.238156;1447157452
3G;Claro;-78.515167;-0.236206;1446219796
3G;Claro;-78.474678;-0.137606;1447157454
3G;Claro;-78.467102;-0.097504;1447157454
3G;Claro;-78.471945;-0.159538;1447157454
3G;Claro;-78.466808;-0.083585;1447157454
3G;Claro;-78.446732;-0.071894;1447157454
3G;Claro;-79.988021850586;-2.0853424072266;1447164711
3G;Claro;-78.505139;-0.116639;1447332003
2G;Claro;-78.48211;-0.15783;1447332003
2G;Claro;-78.48368;-0.098386;1447332003
2G;Claro;-78.442192;-0.007783;1447332002
3G;Claro;-78.487795;-0.124855;1447332003
2G;Claro;-78.500025;-0.103238;1447332002
2G;Claro;-78.4724;-0.127311;1447332003
3G;Claro;-79.95369;-4.112801;1447352908
4G;Claro;-79.905549;-2.150248;1447443183
2G;Claro;-80.633194;-1.000168;1447455508
3G;Claro;-78.554667;-0.362571;1447514838
3G;Claro;-80.726852416992;-0.94825744628906;1447497407
3G;Claro;-78.571129;-0.494385;1447519747
3G;Claro;-79.913758;-2.026202;1447602004
3G;Claro;-78.534557;-0.280511;1447605001
4G;Claro;-80.69813;-0.966997;1447616023
3G;Claro;-79.981155;-2.088089;1447704845
3G;Claro;-79.532976;-1.800291;1447787609
3G;Claro;-76.882324;0.070953;1447877458
3G;Claro;-79.930042;-2.225578;1447881279
3G;Claro;-79.929528;-2.222162;1447881448
3G;Claro;-79.936295;-2.157211;1447962593
4G;Claro;-79.897346;-2.169272;1448041141
3G;Claro;-79.898265;-2.169612;1448041201
3G;Claro;-79.901733;-2.165909;1448041861
3G;Claro;-79.910921;-2.162247;1448042132
4G;Claro;-79.864811;-2.133079;1448124354
3G;Claro;-79.890035;-2.124661;1448144586
3G;Claro;-79.886549;-2.127651;1448144766
3G;Claro;-78.473282;-0.137329;1448210605
3G;Claro;-78.547195;-0.41911;1448366945
3G;Claro;-78.497238;-0.113571;1448366946
4G;Claro;-78.470749;-0.144836;1448366946
3G;Claro;-78.482593;-0.11199;1448366947
2G;Claro;-78.563232;-0.293198;1448366948
3G;Claro;-78.43895;-0.079749;1448366943
3G;Claro;-78.497314;-0.168228;1448366944
3G;Claro;-78.442868;-0.082407;1448366945
2G;Claro;-78.487723;-0.104234;1448366946
3G;Claro;-78.476715;-0.138016;1447959128
3G;Claro;-78.470535;-0.139389;1448022726
3G;Claro;-78.46801;-0.133778;1448366948
2G;Claro;-78.49062;-0.116901;1448366949
2G;Claro;-78.448958;-0.075069;1448366943
3G;Claro;-78.481522;-0.182304;1448366944
3G;Claro;-78.482494;-0.118363;1448366945
3G;Claro;-78.442064;-0.080112;1448366945
3G;Claro;-78.474197;-0.144882;1448366945
3G;Claro;-78.474067;-0.139585;1448366946
2G;Claro;-78.487996;-0.15116;1448366948
3G;Claro;-78.449246;-0.156944;1448366948
2G;Claro;-78.424757;-0.126038;1448366945
3G;Claro;-78.4987;-0.120239;1448366946
3G;Claro;-78.487015;-0.14292;1448366948
2G;Claro;-78.442469;-0.089281;1448366943
3G;Claro;-78.498153;-0.122959;1448366946
3G;Claro;-78.492851;-0.138702;1448366948
4G;Claro;-79.931217;-2.167905;1448481731
4G;Claro;-79.90038;-2.169774;1448482241
3G;Claro;-78.482894897461;-0.21080017089844;1448543016
2G;Claro;-78.478775;-0.183792;1448543016
2G;Claro;-78.48994;-0.199076;1448543017
3G;Claro;-78.504353;-0.193806;1448543017
3G;Claro;-78.490067;-0.143814;1448543016
3G;Claro;-78.504868;-0.189826;1448543017
3G;Claro;-78.484955;-0.155869;1448371384
2G;Claro;-78.482437;-0.18425;1448543016
3G;Claro;-78.496933;-0.209427;1448543017
2G;Claro;-78.482895;-0.197342;1448543017
2G;Claro;-78.500061;-0.199539;1448543017
3G;Claro;-78.483353;-0.208969;1448543017
3G;Claro;-78.504867553711;-0.18196105957031;1448373903
2G;Claro;-78.500164;-0.201623;1448543017
3G;Claro;-78.476028442383;-0.17509460449219;1448356942
3G;Claro;-78.485641479492;-0.16136169433594;1448371421
3G;Claro;-78.508224;-0.187454;1448543017
2G;Claro;-78.480517;-0.177359;1448543017
2G;Claro;-78.503524;-0.203011;1448543017
3G;Claro;-78.489761;-0.192947;1448543017
2G;Claro;-78.494817;-0.149553;1448543017
2G;Claro;-78.482346;-0.180588;1448543017
3G;Claro;-78.446152;-0.145178;1448626796
2G;Claro;-78.452339;-0.112953;1448626796
3G;Claro;-79.925958;-2.16917;1448821310
4G;Claro;-79.93111;-2.159225;1448821420
3G;Claro;-78.131332397461;-2.2666168212891;1448802331
3G;Claro;-79.888791;-2.211149;1448901579
3G;Claro;-79.890006;-2.199962;1448901775
4G;Claro;-79.887412;-2.188781;1448902105
3G;Claro;-79.889088;-2.187443;1448902105
4G;Claro;-79.910233;-2.120144;1448902135
3G;Claro;-78.485641;-0.152286;1448971259
3G;Claro;-78.483539;-0.147196;1448971259
2G;Claro;-78.490372;-0.191879;1448971259
3G;Claro;-78.476486;-0.192947;1448971258
3G;Claro;-78.467788696289;-0.15724182128906;1448711731
3G;Claro;-78.482666;-0.146027;1448971259
3G;Claro;-78.512283;-0.234146;1448971259
3G;Claro;-78.470025;-0.147982;1448971259
3G;Claro;-78.478088;-0.153809;1448971259
3G;Claro;-78.478317;-0.162735;1448971259
3G;Claro;-78.492508;-0.201874;1448629488
3G;Claro;-78.481889;-0.16436;1448971259
3G;Claro;-78.455429077148;-0.15724182128906;1448894416
3G;Claro;-78.469009;-0.148621;1448971260
3G;Claro;-78.469849;-0.155869;1448711730
2G;Claro;-78.485533;-0.159125;1448971259
3G;Claro;-78.472372;-0.156338;1448971259
2G;Claro;-78.483391;-0.159149;1448971260
3G;Claro;-78.473281860352;-0.14213562011719;1448880113
3G;Claro;-78.514067;-0.220031;1449148679
3G;Claro;-78.477401733398;-0.18745422363281;1448965907
3G;Claro;-78.511734008789;-0.19020080566406;1449068327
3G;Claro;-78.521652;-0.224991;1449148679
3G;Claro;-78.5186;-0.21698;1449148679
3G;Claro;-78.522263;-0.224075;1449148679
3G;Claro;-78.52282;-0.226626;1449148679
3G;Claro;-78.482895;-0.209976;1449148677
3G;Claro;-78.495941;-0.186081;1449068644
3G;Claro;-78.511734008789;-0.18882751464844;1449068332
4G;Claro;-79.190452;-0.266435;1449169929
4G;Claro;-79.180757;-0.258824;1449171080
4G;Claro;-79.185057;-0.259496;1449171159
4G;Claro;-79.189532;-0.269604;1449171229
2G;Movistar;-78.47374;-0.239508;1449185061
4G;Claro;-78.533229;-0.258972;1449354393
4G;Claro;-79.886612;-2.118544;1449436579
3G;Claro;-78.487015;-0.157928;1449225646
3G;Claro;-78.470397;-0.158052;1449491590
3G;Claro;-78.498001098633;-0.10505676269531;1449492741
2G;Claro;-78.503688;-0.118921;1449576604
3G;Claro;-78.496259;-0.126054;1449576604
2G;Claro;-78.502464;-0.119476;1449576604
3G;Claro;-78.505898;-0.120506;1449576604
3G;Claro;-78.480698;-0.086243;1449576604
3G;Claro;-79.173911;-0.245769;1449706763
3G;Claro;-79.945718;-2.149202;1450045494
3G;Claro;-79.94545;-2.142334;1450026024
4G;Claro;-79.948037;-2.136327;1450045734
3G;Claro;-78.493488;-0.244575;1450096809
3G;Claro;-78.342343;-0.215136;1450096809
2G;Claro;-78.39592;-0.20256;1450096810
3G;Claro;-78.359484;-0.132257;1450096809
3G;Claro;-78.49416;-0.260406;1450096809
3G;Claro;-78.603849;-0.784465;1450096811
3G;Claro;-78.438949584961;-0.18333435058594;1449653071
3G;Claro;-78.53302;-0.383835;1450096808
2G;Claro;-78.37944;-0.187683;1450096810
3G;Claro;-78.451309204102;-0.25611877441406;1449923662
2G;Claro;-78.630541;-0.915127;1450096811
2G;Claro;-78.626894;-0.90235;1450096811
3G;Claro;-78.62125;-0.913207;1450096811
2G;Claro;-78.59249;-0.659871;1450096811
3G;Claro;-78.584061;-0.54451;1450096810
3G;Claro;-78.482894897461;-0.20256042480469;1450282841
3G;Claro;-79.948196411133;-3.2471466064453;1450283075
3G;Claro;-80.960377;-2.217404;1450369138
4G;Claro;-78.997704;-2.894207;1450460633
3G;Claro;-78.519516;-0.220871;1450545802
3G;Movistar;-78.476271;-0.168147;1450531420
3G;Movistar;-78.476028442383;-0.16685485839844;1450531428
3G;Movistar;-78.476028442383;-0.16685485839844;1450531445
4G;Claro;-78.524829;-0.249381;1450550956
3G;Movistar;-78.123201;0.328637;1450726074
3G;Movistar;-78.134518;0.33165;1450726069
2G;Movistar;-78.1424;0.330842;1450726195
3G;Movistar;-78.146976;0.337262;1450732537
3G;Movistar;-78.123093;0.333298;1450732780
3G;Movistar;-78.151245;0.336182;1450733086
3G;Movistar;-78.169098;0.346756;1450733120
2G;Movistar;-78.125545;0.31311;1450745877
2G;Movistar;-78.128586;0.31929;1450745926
2G;Movistar;-78.126428;0.315563;1450745957
3G;Claro;-80.955937;-2.223306;1450799291
3G;Claro;-78.482895;-0.131149;1450097869
3G;Claro;-78.484268;-0.156898;1450833503
3G;Claro;-78.492577;-0.206995;1450833504
3G;Claro;-78.488388;-0.150375;1450833504
3G;Claro;-78.494568;-0.205307;1450833504
3G;Claro;-78.474197;-0.168686;1450778251
3G;Claro;-78.497658;-0.152779;1450833504
2G;Claro;-78.488525;-0.133621;1450833503
3G;Claro;-78.485641;-0.146942;1450708121
3G;Claro;-78.476715;-0.191574;1450833505
3G;Claro;-78.492;-0.204602;1450833504
3G;Claro;-78.478775;-0.194321;1450791254
2G;Claro;-78.482911;-0.137593;1450833503
3G;Claro;-78.49324;-0.150192;1450833504
3G;Claro;-78.481521606445;-0.20256042480469;1450790987
3G;Claro;-78.467222;-0.154632;1450833504
2G;Claro;-78.489761;-0.178757;1450833504
3G;Claro;-78.473904;-0.172962;1450833504
3G;Claro;-78.482895;-0.2005;1450790950
2G;Claro;-78.469554;-0.169013;1450833505
2G;Movistar;-78.490909;-0.159497;1450977754
3G;Claro;-78.140517;-2.276502;1450997787
3G;Claro;-78.122261;-2.307409;1451000454
2G;Movistar;-78.497876;-0.115169;1451073113
2G;Movistar;-78.494772;-0.108825;1451073214
2G;Movistar;-78.492508;-0.110855;1451073393
2G;Movistar;-78.502099;-0.133615;1451073833
2G;Movistar;-78.487015;-0.131149;1451057775
2G;Movistar;-78.525057;-0.250749;1451091078
2G;Movistar;-78.521805;-0.24147;1451091348
2G;Movistar;-78.490956;-0.150007;1451099690
2G;Movistar;-78.524878;-0.232184;1451100200
2G;Movistar;-78.510408;-0.238671;1451100729
2G;Movistar;-78.486328;-0.228653;1451100989
2G;Movistar;-78.487006;-0.252872;1451101179
2G;Movistar;-78.488388061523;-0.26435852050781;1451081420
2G;Movistar;-78.455658;-0.284216;1451102170
2G;Movistar;-78.454971;-0.289536;1451082660
2G;Movistar;-78.463766;-0.289812;1451102480
2G;Movistar;-78.464149;-0.291915;1451102560
2G;Movistar;-78.492036;-0.228011;1451103050
2G;Movistar;-78.518609;-0.224029;1451103350
2G;Movistar;-78.501352;-0.175993;1451103650
2G;Movistar;-78.496628;-0.156479;1451103760
3G;Claro;-78.451309204102;-0.092697143554688;1451135083
3G;Claro;-78.974783;-2.87099;1451320751
3G;Claro;-78.36382;-0.100988;1451393854
3G;Claro;-79.94516;-2.156907;1451403846
3G;Claro;-79.898994;-2.15226;1451431729
3G;Claro;-79.896755;-2.143053;1451432201
3G;Claro;-79.89738;-2.145475;1451432531
3G;Claro;-79.901779;-2.14412;1451414334
4G;Claro;-79.908296;-2.147081;1451434169
3G;Claro;-80.857315063477;-2.2240447998047;1451505966
3G;Claro;-80.752258;-1.82785;1451697111
3G;Claro;-79.9391;-2.157154;1451807626
3G;Claro;-80.855942;-2.228165;1451820638
3G;Claro;-90.315488;-0.742055;1451868004
3G;Claro;-79.925595;-2.143476;1451916637
4G;Claro;-79.903681;-2.132074;1451917787
3G;Claro;-79.903221;-2.142849;1451920958
4G;Claro;-79.884763;-2.200592;1451921785
4G;Claro;-79.882057;-2.198079;1451922600
3G;Claro;-79.880905151367;-2.1993255615234;1451904959
3G;Claro;-79.891205;-2.201153;1451928039
3G;Claro;-79.662827;0.932121;1451951470
3G;Claro;-79.917118;-2.164032;1452022426
3G;Claro;-79.94117;-2.175453;1452022593
3G;Claro;-79.933777;-2.162933;1452003033
3G;Claro;-79.947722;-2.134367;1452178484
4G;Claro;-79.928027;-2.15714;1452190874
3G;Claro;-76.884477;0.086102;1452191157
4G;Claro;-78.475118;-0.166371;1452265597
3G;Claro;-79.92897;-2.090941;1452285470
4G;Claro;-79.932086;-2.146704;1452297865
3G;Claro;-79.942683;-2.173123;1452301816
3G;Claro;-79.880719;-2.152183;1452305498
3G;Claro;-79.874489;-2.154033;1452305666
3G;Claro;-79.875962;-2.141683;1452305719
3G;Claro;-79.607495;-1.992578;1452308019
2G;Claro;-79.490204;-1.460907;1452312030
3G;Claro;-79.461344;-1.436901;1452312201
2G;Claro;-79.438019;-1.389256;1452312191
3G;Claro;-79.456202;-1.434513;1452312270
3G;Claro;-79.463882;-1.427994;1452312327
3G;Claro;-79.922974;-2.090858;1452448650
3G;Claro;-78.520689;-0.242242;1452457559
2G;Movistar;-78.671799;-0.928574;1452476933
3G;Movistar;-78.650927;-0.854678;1452476933
3G;Movistar;-78.666366;-0.89209;1452476933
4G;Claro;-78.479472;-0.154576;1452522830
3G;Claro;-79.897645;-2.040296;1452525809
3G;Claro;-78.478775024414;-0.18333435058594;1452592722
2G;Claro;-80.866928100586;-1.5250396728516;1452695374
2G;Claro;-79.401455;-3.988638;1452695384
2G;Claro;-79.851036;-3.3601;1452716906
2G;Claro;-80.262131;-0.208191;1452790244
3G;Claro;-78.481521606445;-0.18882751464844;1452770716
3G;Claro;-79.923839;-2.224491;1452796713
3G;Claro;-78.996861;-2.891783;1452820608
4G;Claro;-79.889991;-2.129473;1452876825
3G;Claro;-79.885483;-2.148056;1452877105
3G;Claro;-79.651413;0.994644;1452922046
3G;Claro;-78.950923;-4.065546;1452969565
4G;Claro;-79.841545;-2.163906;1452989168
3G;Claro;-79.823965;-2.179802;1452989348
3G;Claro;-79.909962;-2.150431;1453047835
3G;Claro;-77.80547;-0.921333;1453103337
3G;Claro;-79.84525;-2.163653;1453131626
3G;Claro;-77.732936;0.8009;1453216943
3G;Claro;-79.364548;-3.979111;1453246750
3G;Claro;-79.825814;-2.178155;1453309688
3G;Claro;-79.843289;-2.167392;1453318461
4G;Claro;-79.917946;-2.157492;1453340356
3G;Claro;-79.936661;-2.166092;1453341146
4G;Claro;-79.93724;-2.164709;1453341224
3G;Claro;-79.896011352539;-2.2226715087891;1453400979
3G;Claro;-79.902512;-2.219872;1453420835
4G;Claro;-79.934769;-2.095883;1453425268
4G;Claro;-79.937611;-2.10745;1453433481
3G;Claro;-79.923187;-2.117911;1453433541
3G;Claro;-79.933548;-2.131577;1453433600
3G;Claro;-79.944823;-2.157341;1453471784
3G;Claro;-79.94133;-2.16156;1453452028
4G;Claro;-79.885111;-2.182917;1453476608
4G;Claro;-79.88141;-2.19054;1453476748
3G;Claro;-79.880905151367;-2.1897125244141;1453457211
3G;Claro;-79.435797;-1.137028;1453497579
3G;Claro;-79.903808;-2.096563;1453644232
3G;Claro;-79.901837;-2.106541;1453644414
3G;Claro;-79.935028;-2.124682;1453693815
3G;Claro;-79.955077;-2.133732;1453701496
3G;Claro;-79.952393;-2.148361;1453701557
2G;Claro;-78.516442;-0.217863;1453757150
3G;Claro;-79.166017;-0.244577;1453783023
4G;Claro;-79.940694;-2.18803;1453819490
4G;Claro;-79.940658;-2.180694;1453825631
4G;Claro;-78.498228;-0.213109;1453828269
3G;Claro;-79.90228;-2.08758;1453833092
3G;Claro;-79.894471;-2.089591;1453833152
3G;Claro;-79.879477;-2.122315;1453833192
4G;Claro;-79.883634;-2.138454;1453833250
3G;Claro;-79.91785;-2.132541;1453844943
3G;Claro;-79.922288;-2.118853;1453845043
3G;Claro;-79.93645;-2.204567;1453861257
3G;Claro;-79.933323;-2.207641;1453861557
3G;Claro;-79.925849;-2.214307;1453863197
2G;Claro;-78.510635;-0.217117;1453869549
3G;Claro;-79.850693;0.869293;1453910421
3G;Claro;-79.848976;0.86998;1453910481
2G;Claro;-79.945511;-2.040818;1453943783
3G;Claro;-79.948047;-2.123469;1453956430
3G;Claro;-79.950711;-2.120174;1453956792
3G;Claro;-79.952775;-2.119399;1453974906
3G;Claro;-78.688015;-1.595827;1453995163
3G;Claro;-79.897384643555;-2.2336578369141;1454000559
3G;Claro;-79.954834;-2.121964;1454069803
4G;Claro;-79.934963;-2.146433;1454161099
2G;Movistar;-80.097317;-0.696803;1454179105
2G;Movistar;-80.102509;-0.695572;1454179133
2G;Movistar;-80.095736;-0.703095;1454179192
2G;Movistar;-80.12384;-0.70079;1454183513
2G;Movistar;-80.210619;-0.74576;1454183573
2G;Movistar;-80.104209;-0.6852;1454184046
2G;Movistar;-80.162048;-0.601196;1454184126
2G;Movistar;-80.15231;-0.648736;1454184194
2G;Movistar;-80.173816;-0.558143;1454184383
3G;Claro;-79.954376;-2.118073;1454169658
2G;Movistar;-78.980026;-2.877045;1454174849
2G;Movistar;-78.48802;-0.189045;1454203929
2G;Movistar;-78.485641;-0.175095;1454184251
2G;Movistar;-78.484018;-0.167854;1454204140
2G;Movistar;-78.483965;-0.161119;1454204250
2G;Movistar;-78.481693;-0.10231;1454204869
2G;Movistar;-78.48;-0.110543;1454204918
2G;Movistar;-78.47905;-0.10231;1454204948
2G;Movistar;-78.482485;-0.097066;1454205078
2G;Movistar;-78.484515;-0.097504;1454205189
2G;Movistar;-78.482699;-0.095836;1454205568
2G;Movistar;-80.093491;-0.696053;1454207478
2G;Movistar;-78.433456;-0.20668;1454245477
3G;Claro;-79.937210083008;-2.1567535400391;1454231629
2G;Movistar;-78.438428;-0.200159;1454255009
2G;Movistar;-78.432083129883;-0.20668029785156;1454235640
2G;Movistar;-78.9814;-2.859192;1454236072
2G;Movistar;-78.457317;-0.20874;1454263711
2G;Movistar;-80.136165;-0.69643;1454271293
4G;Claro;-79.938147;-2.169706;1454273866
4G;Claro;-79.901233;-2.109243;1454276833
3G;Claro;-79.90848;-2.145185;1454280897
3G;Claro;-79.911869;-2.151134;1454280964
3G;Claro;-79.888465;-2.141585;1454285418
4G;Claro;-79.887467;-2.14627;1454285957
3G;Claro;-79.159061;-0.262445;1454296807
3G;Claro;-79.160123;-0.261244;1454296879
4G;Claro;-79.942882;-2.176756;1454336122
3G;Claro;-79.943619;-2.185135;1454336175
3G;Claro;-79.891891;-2.183945;1454347734
3G;Claro;-79.890518188477;-2.1169281005859;1454341307
3G;Claro;-78.515579;-0.222709;1454436268
3G;Claro;-79.908004;-2.149837;1454437481
4G;Claro;-79.897638;-2.190119;1454437568
4G;Claro;-79.88979;-2.15203;1454437698
3G;Claro;-79.90837097168;-2.2295379638672;1454463098
4G;Claro;-79.941535;-2.123363;1454552806
3G;Claro;-79.919357299805;-2.1306610107422;1454533242
3G;Claro;-79.888229;-2.246475;1454612435
4G;Claro;-78.540528;-0.336194;1454729218
3G;Claro;-78.960071;-4.063203;1454804788
2G;Claro;-78.551756;-1.332779;1454862033
3G;Claro;-79.961974;-2.093664;1454863843
2G;Claro;-78.615319;-1.802052;1454945036
3G;Claro;-79.962737;-2.095655;1454946561
3G;Claro;-78.90091;0.028624;1454952402
4G;Claro;-79.896765;-2.158315;1455029788
4G;Claro;-79.908102;-2.122755;1455029958
4G;Claro;-79.933582;-2.079555;1455031231
3G;Claro;-79.948196411133;-2.1045684814453;1455011752
3G;Claro;-80.495615;-1.036258;1455070116
3G;Claro;-79.171613;-0.2701;1455121618
3G;Claro;-79.157902;-0.263529;1455121739
3G;Claro;-77.811594;-0.913799;1455138359
2G;Claro;-77.818909;-0.930405;1455138359
3G;Claro;-78.4935;-0.207;1455219402
4G;Claro;-79.899897;-2.160488;1455232590
3G;Claro;-79.441667;-1.037663;1455235861
3G;Claro;-79.329456;-1.22162;1455310186
3G;Claro;-79.307262;-1.20575;1455310236
3G;Claro;-80.711975;-0.971375;1455324490
4G;Claro;-79.935761;-2.187149;1455379759
3G;Claro;-79.889794;-2.133031;1455384965
3G;Claro;-79.431829;-1.120188;1455394142
3G;Claro;-79.162058;-0.2637;1455412367
3G;Claro;-79.15476;-0.264667;1455455022
3G;Claro;-79.813804;-2.191366;1455496808
3G;Claro;-79.893963;-2.204797;1455506690
3G;Claro;-79.503957;-1.068514;1455579968
3G;Movistar;-78.02047;-1.493829;1455580750
2G;Claro;-79.414906;-1.253165;1455581137
3G;Claro;-79.557902;-1.856861;1455586109
3G;Claro;-79.688384;-2.093076;1455587730
2G;Claro;-78.120346;-2.303892;1455643194
3G;Claro;-78.676013;-1.660321;1455647695
4G;Claro;-79.000999;-2.895509;1455725145
2G;Movistar;-78.468429;-0.166742;1455728405
2G;Movistar;-78.468612;-0.165956;1455728476
2G;Movistar;-78.463669;-0.161877;1455728516
2G;Movistar;-78.480835;-0.131149;1455732063
2G;Movistar;-78.50354;-0.109671;1455732937
2G;Movistar;-78.496824;-0.120752;1455737473
2G;Movistar;-78.465227;-0.152908;1455741227
3G;Claro;-79.679872;-1.78351;1455814584
3G;Claro;-78.964793;-2.87851;1455815121
4G;Claro;-78.4389;-0.307999;1455981046
4G;Claro;-78.442642;-0.312069;1456003001
3G;Claro;-78.472263;-0.293091;1456079838
3G;Movistar;-89.610519;-0.90065;1456101892
2G;Movistar;-89.480209;-0.894013;1456080468
3G;Claro;-79.002929;-1.589383;1456130669
3G;Claro;-79.001121;-1.595243;1456130741
2G;Movistar;-78.355179;-0.181961;1456144110
2G;Movistar;-78.338469;-0.140863;1456144137
2G;Movistar;-78.394128;-0.167919;1456144167
2G;Movistar;-78.416683;-0.116926;1456144210
2G;Movistar;-78.351708;-0.151281;1456144239
2G;Movistar;-78.365405;-0.131175;1456144300
2G;Movistar;-78.360868;-0.125656;1456144417
3G;Claro;-79.909748;-2.217703;1456194240
2G;Movistar;-78.478775;-0.150375;1456250022
2G;Movistar;-78.476028;-0.150719;1456250082
2G;Movistar;-78.464737;-0.150375;1456250332
2G;Movistar;-78.429237;-0.212252;1456251104
2G;Movistar;-78.445408;-0.211549;1456251162
2G;Movistar;-78.395386;-0.21553;1456251294
2G;Movistar;-78.423067;-0.218924;1456251314
2G;Movistar;-78.4158;-0.216882;1456251424
2G;Movistar;-78.407892;-0.213758;1456251594
2G;Movistar;-78.9814;-2.869034;1456257614
2G;Movistar;-78.421406;-0.213301;1456257724
2G;Movistar;-78.485998;-0.208417;1456329831
2G;Movistar;-78.487491;-0.19988;1456330012
2G;Movistar;-78.427123;-0.207149;1456330131
2G;Movistar;-78.48449;-0.195078;1456330822
2G;Movistar;-78.475435;-0.163139;1456335861
2G;Movistar;-78.477083;-0.171329;1456337314
2G;Movistar;-78.480716;-0.175021;1456337432
2G;Movistar;-78.480541;-0.17225;1456337431
2G;Movistar;-78.483641;-0.18247;1456337503
2G;Movistar;-78.480698;-0.18045;1456337564
2G;Movistar;-78.48122;-0.181021;1456338973
2G;Movistar;-78.480301;-0.176468;1456339163
2G;Claro;-78.447876;-0.286331;1456561147
2G;Movistar;-78.489246;-0.198011;1456592890
2G;Movistar;-78.483023;-0.203279;1456593156
2G;Movistar;-78.48603;-0.202381;1456593336
2G;Movistar;-78.485791;-0.204838;1456593650
2G;Movistar;-78.482913;-0.199237;1456595840
2G;Movistar;-78.485683;-0.192513;1456596091
2G;Movistar;-78.476841;-0.186609;1456596297
2G;Movistar;-78.474312;-0.180931;1456596311
2G;Movistar;-78.47544;-0.177703;1456596397
2G;Movistar;-78.471996;-0.173448;1456596447
2G;Movistar;-78.47287;-0.175369;1456596601
2G;Movistar;-78.470353;-0.169127;1456596691
2G;Movistar;-78.468211;-0.16527;1456597001
2G;Movistar;-78.469134;-0.143713;1456600348
2G;Movistar;-78.469472;-0.136133;1456600502
